permno,date,ret,dlret,shrout,prc,vol,exchcd,ret_adj
84372,2012-08-31,-0.03988,,159100.0,22.39,626432.0,1,-0.03988
91798,2010-07-30,0.239773,,10350.0,30.61,363450.0,4,0.239773
12226,1996-01-31,-0.053571,,9765.0,13.25,1088.0,3,-0.053571
91727,2018-06-29,0.076923,,39771.0,3.5,38200.0,3,0.076923
75313,2016-04-29,0.012727,,57313.0,4.43,20442.0,1,0.0127269999999999
87787,2002-09-30,-0.089109,,47815.0,-6.9,6.0,3,-0.089109
89309,1991-05-31,0.111111,,2599.0,-5.0,160.0,3,0.1111109999999999
79185,1998-10-30,0.0,,2595.0,1.0,6864.0,3,0.0
44725,1975-03-31,1.1,,1084.0,-2.625,,3,1.1
89388,2003-10-31,-0.080769,,3680.0,-2.39,928.0,3,-0.0807689999999999
64063,1985-10-31,-0.005435,,5417.0,22.875,1862.0,1,-0.0054349999999999
85446,2005-06-30,0.021035,,38927.0,29.61,32432.0,1,0.0210349999999999
87415,2009-11-30,0.025237,,30977.0,6.5,34503.0,1,0.0252369999999999
41718,1986-06-30,0.014286,,76406.0,44.375,68296.0,1,0.014286
87580,2008-12-31,0.274545,,29341.0,0.0701,61695.0,2,0.274545
50403,1983-11-30,0.185185,,12972.0,8.0,18640.0,3,0.1851849999999999
59775,1983-02-28,0.077491,,3431.0,-36.5,2365.0,3,0.0774909999999999
79878,2017-04-28,-0.032982,,20352.0,95.29,24025.0,3,-0.0329819999999999
90447,2013-05-31,0.095395,,4681.0,-1.665,211.0,3,0.0953949999999999
75826,1990-03-30,-0.018882,,5011.0,8.25,1314.0,1,-0.0188819999999999
28433,1969-11-28,-0.0625,,5965.0,-24.375,306.0,1,-0.0625
75355,2008-03-31,0.071636,,63785.0,13.24,25822.0,1,0.071636
81078,1996-08-30,0.0,,2688.0,1.0625,1117.0,3,0.0
14687,2020-12-31,0.104391,,106671.0,37.98,210088.0,3,0.1043909999999999
30884,1991-02-28,0.073684,,20986.0,38.25,65789.0,3,0.073684
20415,1997-06-30,0.035565,,60796.0,30.9375,19240.0,1,0.035565
36185,1977-02-28,-0.101017,,1876.0,6.5,61.0,2,-0.101017
16707,1977-10-31,-0.019305,,21432.0,31.75,8654.0,1,-0.019305
78781,1977-10-31,-0.2,,1564.0,-3.0,,3,-0.1999999999999999
77927,1996-06-28,-0.109091,,9447.0,12.25,9423.0,1,-0.109091
65103,1982-08-31,-0.016667,,1276.0,-7.375,,2,-0.0166669999999999
85741,2013-09-30,0.029192,,79248.0,13.75,84519.0,3,0.0291920000000001
85773,1998-03-31,0.121547,,3704.0,-50.75,0.0,1,0.121547
25769,1993-02-26,0.036313,,48283.0,46.375,22508.0,1,0.036313
16249,1980-11-28,,,,,,3,0.0
72611,1986-12-31,0.0,,2780.0,-0.375,130.0,3,0.0
42614,1966-11-30,-0.006186,,601.0,12.0,178.0,1,-0.006186
64152,1998-02-27,0.078571,,5770.0,18.875,678.0,3,0.0785709999999999
86211,2003-07-31,0.191152,,10455.0,43.62,97353.0,3,0.191152
83996,2008-02-29,0.084211,,4118.0,35.02,5675.0,1,0.084211
91631,2009-02-27,-0.058611,,500.0,10.44,379.0,4,-0.0586109999999999
55116,1981-12-31,-0.030303,,400.0,4.0,108.0,2,-0.0303029999999999
45153,1988-08-31,-0.194444,,3485.0,-0.90625,162.0,3,-0.194444
12623,2013-04-30,-0.008063,,49622.0,52.9,46736.0,1,-0.008063
54536,1985-05-31,-0.177778,,4789.0,-2.3125,2375.0,3,-0.177778
91555,2009-07-31,0.097451,,550.0,21.96,948.0,4,0.0974509999999999
81756,1996-03-29,-0.084906,,11603.0,12.125,25426.0,3,-0.084906
12881,2012-07-31,-0.065217,,54765.0,3.44,37892.0,3,-0.0652169999999999
79568,2002-05-31,0.036585,,37842.0,17.0,162921.0,3,0.036585
12691,2011-12-30,0.065947,,47632.0,8.89,33078.0,3,0.0659469999999999
75854,2017-06-30,-0.041727,,122730.0,6.66,109703.0,3,-0.0417269999999999
54340,1989-03-31,0.113208,,9059.0,-29.5,282.0,3,0.1132079999999999
80113,2016-08-31,-0.05448,,28219.0,7.81,86302.0,1,-0.0544799999999999
18025,1980-09-30,0.068966,,5437.0,-7.75,,3,0.068966
64290,2003-10-31,0.141806,,16022.0,17.07,49025.0,1,0.1418059999999998
69219,2001-09-28,-0.063361,,8910.0,10.2,473.0,1,-0.063361
92380,2011-11-30,-0.108824,,7318.0,3.03,1178.0,3,-0.108824
80146,1995-11-30,0.066667,,24026.0,12.0,15450.0,3,0.066667
75125,1991-10-31,-0.054608,,0.0,34.625,1560.0,2,-0.0546079999999999
88808,1985-07-31,0.034965,,2373.0,-9.25,4270.0,3,0.0349649999999999
58026,1985-01-31,0.09434,,3602.0,21.75,1551.0,1,0.09434
61138,2000-12-29,0.132653,,29645.0,6.9375,6615.0,1,0.1326529999999999
58756,1984-04-30,0.088889,,2780.0,-3.0625,1699.0,3,0.088889
18403,2007-02-28,-0.002831,,224981.0,81.01,451761.0,1,-0.002831
13557,1975-01-31,0.176471,,9983.0,15.0,585.0,1,0.176471
77266,1993-05-28,0.1,,8562.0,2.75,4608.0,3,0.1
77857,2000-04-28,-0.029703,,19877.0,6.125,18018.0,1,-0.029703
83693,1999-03-31,0.079546,,89630.0,47.5,204352.0,3,0.0795460000000001
39205,1988-10-31,0.0,,2450.0,-0.34375,20.0,3,0.0
79448,2014-01-31,0.066017,,35784.0,12.25,25833.0,1,0.0660169999999999
84168,2014-05-30,0.030045,,155195.0,27.77,247974.0,1,0.0300450000000001
35940,1991-07-31,0.028302,,43736.0,13.625,118.0,1,0.028302
10246,1990-09-28,-0.066667,,2602.0,7.0,342.0,3,-0.066667
16705,2019-02-28,-0.13698,,37242.0,18.46,36534.0,3,-0.13698
40168,1992-01-31,0.2,,2686.0,0.375,720.0,2,0.1999999999999999
23579,1975-01-31,0.163265,,28478.0,14.25,2738.0,1,0.163265
48469,1972-09-29,0.0,,1102.0,4.5,163.0,2,0.0
64645,1986-11-28,0.0,,71980.0,1.125,25437.0,1,0.0
65971,1987-06-30,0.076923,,3390.0,8.75,427.0,2,0.076923
10438,1994-11-30,-0.046875,,3662.0,-15.25,109.0,3,-0.046875
53065,1999-03-31,0.040936,,139985.0,77.875,95281.0,1,0.040936
60986,2011-09-30,-0.142341,,291400.0,11.87,793904.0,3,-0.142341
20079,1979-07-31,0.067416,,23833.0,23.75,4471.0,1,0.0674159999999999
81220,2018-10-31,-0.044371,,35459.0,51.69,44707.0,3,-0.044371
25399,1989-03-31,-0.037037,,3072.0,-3.25,339.0,3,-0.0370369999999999
89635,2017-01-31,0.088749,,71058.0,15.45,82643.0,1,0.0887489999999999
75943,1989-06-30,0.016949,,8481.0,-0.9375,514.0,3,0.0169490000000001
89460,2020-02-28,-0.035841,,5005.0,14.37,2428.0,1,-0.035841
76624,1991-12-31,0.084507,,10128.0,19.25,30199.0,3,0.0845069999999998
83632,2003-01-31,-0.142442,,5264.0,-1.475,309.0,3,-0.1424419999999999
90666,2010-08-31,0.10177,,2884.0,2.49,627.0,3,0.1017699999999999
84320,1999-07-30,-0.09396,,50331.0,16.875,110930.0,3,-0.09396
85736,2004-11-30,0.126126,,1512.0,35.0,145.0,3,0.1261259999999999
16687,1982-05-28,0.024865,,854.0,-23.25,,3,0.0248649999999999
67088,1992-01-31,0.169811,,10657.0,7.75,5505.0,2,0.1698109999999999
89816,2004-02-27,0.009868,,35007.0,15.25,18474.0,2,0.0098679999999999
90940,2012-05-31,-0.194142,,33568.0,32.71,116049.0,1,-0.194142
80206,2009-09-30,0.111577,,19657.0,21.22,26411.0,1,0.111577
51043,1985-04-30,-0.035725,,66046.0,15.75,61116.0,1,-0.035725
18550,1970-12-31,0.061644,,43528.0,38.75,4665.0,1,0.061644
43430,1969-05-29,0.087438,,1393.0,16.125,1097.0,2,0.0874379999999999
76201,1991-08-30,0.19802,,22779.0,30.25,70411.0,3,0.19802
90794,2019-05-31,-0.012278,,444857.0,61.81,570453.0,1,-0.012278
77909,1993-07-30,0.02178,,10257.0,15.0,3484.0,1,0.0217799999999999
75558,2001-02-28,0.093478,,15328.0,5.03,6835.0,1,0.0934779999999999
43481,1999-07-30,-0.031964,,12852.0,26.5,1119.0,1,-0.0319639999999999
77780,2003-08-29,0.008345,,17955.0,27.79,17006.0,3,0.008345
70930,1989-09-29,0.003884,,10223.0,12.625,2006.0,1,0.0038839999999999
81096,1995-04-28,-0.016129,,6024.0,15.25,9943.0,3,-0.0161289999999999
61516,1997-09-30,0.064302,,9804.0,30.0,2690.0,1,0.064302
24432,2018-01-31,-0.03474,,215662.0,31.12,279042.0,1,-0.0347399999999999
68129,1989-11-30,0.0,,15272.0,-0.10938,1813.0,3,0.0
79706,1994-07-29,-0.121212,,7145.0,14.5,4880.0,3,-0.1212119999999999
63335,1981-10-30,0.056338,,2022.0,9.375,196.0,1,0.056338
61700,1993-03-31,-0.052632,,2763.0,2.25,297.0,2,-0.052632
40707,1990-04-30,0.00361,,59246.0,34.75,22460.0,1,0.0036099999999998
80064,1980-02-29,,,4256.0,,,2,0.0
92744,2011-01-31,0.04939,,550.0,28.79,1183.0,4,0.04939
78009,2006-04-28,-0.082549,,45706.0,16.56,62400.0,3,-0.0825489999999999
57138,1973-08-31,-0.107865,,1178.0,9.875,47.0,2,-0.1078649999999999
71539,1979-02-28,-0.48,,1800.0,-0.8125,,3,-0.48
51414,1997-11-28,0.039702,,23395.0,26.1875,9486.0,1,0.0397019999999999
42842,1979-02-28,,,735.0,,,3,0.0
12308,2021-07-30,0.031326,,183822.0,744.04999,153271.0,3,0.0313259999999999
15119,2015-12-31,-0.062933,,28680.0,17.57,18809.0,1,-0.062933
23421,1977-09-30,-0.058824,,11692.0,16.0,2758.0,1,-0.0588239999999999
91538,2012-01-31,0.033583,,4500.0,29.6535,987.0,3,0.0335829999999999
10175,1996-10-31,-0.344828,,3999.0,2.375,4152.0,3,-0.344828
72638,1976-07-30,0.0,,1369.0,-1.375,,3,0.0
87725,2016-02-29,0.068136,,18600.0,26.18,28774.0,1,0.0681359999999999
77046,1996-03-29,0.02439,,11190.0,5.25,24462.0,3,0.0243899999999999
11259,1990-04-30,0.018519,,2450.0,-6.875,1862.0,3,0.0185189999999999
12747,2012-05-31,0.068098,,10698.0,14.2,12115.0,3,0.0680979999999999
92027,2012-01-31,-0.000218,,36600.0,45.82,244501.0,4,-0.000218
39378,1966-09-30,0.081967,,754.0,8.25,231.0,2,0.0819669999999999
51350,1971-10-29,-0.052901,,1560.0,27.75,3230.0,2,-0.0529009999999999
53612,1992-05-29,-0.023636,,20443.0,34.625,8365.0,1,-0.0236359999999999
61444,1994-11-30,-0.068741,,4441.0,15.625,275.0,2,-0.0687409999999999
50577,1979-08-31,0.0,,1850.0,10.25,382.0,3,0.0
78010,1995-08-31,-0.002478,,13927.0,28.0,2639.0,1,-0.0024779999999999
49699,1971-08-31,-0.085106,,2027.0,5.375,283.0,1,-0.085106
79356,1997-07-31,0.02733,,6030.0,14.125,3676.0,1,0.02733
25320,1980-09-30,-0.02459,,32987.0,29.75,3591.0,3,-0.02459
77628,2002-01-31,-0.0448,,16637.0,29.85,14814.0,1,-0.0447999999999999
10060,1992-10-30,-0.094737,,24089.0,5.375,14501.0,3,-0.0947369999999999
31632,1972-01-31,0.257895,,745.0,29.875,815.0,2,0.257895
75435,2000-02-29,-0.075472,,10059.0,6.125,1946.0,3,-0.0754719999999999
76624,1994-03-31,-0.057143,,9998.0,8.25,13465.0,3,-0.0571429999999999
69025,1973-12-31,0.0,,1491.0,-1.9375,,3,0.0
48582,1983-03-31,0.04,,1510.0,-9.75,843.0,3,0.04
16787,2018-04-30,-0.205039,,358.0,9.15,1317.0,3,-0.2050389999999999
45786,1969-06-30,-0.268293,,2938.0,15.0,2706.0,1,-0.268293
75970,1974-10-31,-0.111111,,1762.0,-2.0,,3,-0.1111109999999999
89690,2016-07-29,0.092267,,7000.0,57.77,84236.0,4,0.0922670000000001
89234,2021-05-28,0.055021,,26250.0,81.11,283320.0,4,0.0550209999999999
90386,2016-10-31,-0.038021,,350195.0,23.53,975662.0,1,-0.0380209999999999
16602,2017-10-31,-0.049383,,63243.0,28.49,106504.0,1,-0.0493829999999999
86451,2012-11-30,0.005274,,138115.0,40.24,1371493.0,4,0.005274
33136,1982-03-31,-0.255102,,2394.0,-2.28125,,3,-0.2551019999999999
26702,1967-06-30,0.431579,,1787.0,34.0,4872.0,3,0.4315789999999999
44775,1970-10-30,0.036364,,442.0,7.125,335.0,2,0.036364
80356,1998-06-30,-0.034457,,30193.0,11.9375,24775.0,1,-0.0344569999999999
90601,2005-07-29,0.200954,,81029.0,22.65,165247.0,3,0.200954
22509,1998-02-27,0.135556,,177800.0,64.8125,61892.0,1,0.135556
88301,2014-06-30,0.019356,,12100.0,87.53,36079.0,4,0.0193559999999999
20336,2021-04-30,0.032184,,4394.0,8.98,1455.0,3,0.0321839999999999
84146,2010-03-31,0.046527,,8073.0,-1.57,806.0,3,0.0465269999999999
72710,1980-06-30,,,1504.0,,,3,0.0
83728,2016-11-30,0.050447,,41156.0,130.56,58281.0,1,0.0504469999999999
89057,2012-11-30,0.010867,,75250.0,49.3,158082.0,4,0.0108669999999999
15703,2019-01-31,0.457717,,567788.0,24.65,5381777.0,1,0.4577169999999999
68750,1987-12-31,0.090909,,2224.0,6.0,2105.0,2,0.0909089999999999
31966,1986-02-28,0.076336,,8291.0,141.0,97.0,2,0.0763359999999999
11798,1980-09-30,0.5,,2559.0,-1.21875,,3,0.5
25582,1989-12-29,-0.01487,,38818.0,33.125,22802.0,1,-0.01487
81366,1984-09-28,0.023256,,6050.0,-1.375,3908.0,3,0.0232559999999999
59847,1981-04-30,0.262887,,1325.0,-15.3125,,3,0.2628870000000001
80485,2013-08-30,-0.154521,,100853.0,12.53,374756.0,3,-0.154521
12785,2013-02-28,-0.109925,,84970.0,8.34,38801.0,1,-0.109925
82710,1996-04-30,-0.090517,,8200.0,13.1875,5390.0,3,-0.0905169999999999
14250,1976-01-30,0.202899,,19818.0,41.5,4312.0,1,0.2028989999999999
62253,1986-01-31,0.132075,,1705.0,7.5,1942.0,3,0.1320749999999999
58771,1983-10-31,0.071942,,2007.0,18.625,702.0,1,0.0719419999999999
11368,1985-04-30,0.0,,10835.0,-0.625,90.0,3,0.0
69032,1999-01-29,0.223451,,577665.0,86.625,497960.0,1,0.223451
83466,2005-06-30,-0.336667,,29916.0,1.99,22823.0,3,-0.336667
14815,2014-12-31,0.554412,,14008.0,10.57,2385.0,3,0.5544120000000001
46950,1987-02-27,0.135593,,4754.0,16.75,13052.0,1,0.135593
91545,2006-12-29,0.00646,,600.0,27.69,3533.0,3,0.0064599999999999
79790,1998-12-31,0.142857,,16788.0,1.5,7638.0,3,0.142857
25988,1960-04-29,0.144304,,2585.0,56.5,629.0,1,0.144304
88727,2008-03-31,-0.132857,,9136.0,6.07,3256.0,3,-0.132857
73139,2000-09-29,-0.041841,,195177.0,42.9375,77455.0,1,-0.041841
21186,1965-10-29,0.058172,,5120.0,47.75,766.0,1,0.0581719999999998
10561,1995-01-31,-0.061225,,9969.0,4.3125,57378.0,3,-0.0612249999999999
88984,2011-01-31,-0.059865,,13004.0,3.5,1216.0,3,-0.059865
59927,1980-02-29,-0.085714,,396.0,-4.0,,3,-0.0857139999999999
16765,2020-12-31,-0.087458,,4582.0,6.73,39524.0,2,-0.087458
67652,1981-08-31,0.042857,,1190.0,-9.125,,3,0.0428569999999999
80432,2012-02-29,0.031938,,193747.0,14.54,768118.0,1,0.031938
69980,2021-02-26,0.076175,,253338.0,6.64,104007.0,1,0.0761750000000001
33793,1964-04-30,-0.041667,,1984.0,2.875,54.0,2,-0.041667
10515,1997-02-28,0.04918,,8213.0,8.0,1668.0,3,0.04918
11636,2008-10-31,-0.24,,30941.0,0.57,53186.0,3,-0.24
44090,1986-09-30,-0.090909,,1718.0,-3.125,742.0,3,-0.090909
91234,2008-04-30,-0.015892,,29200.0,8.05,72803.0,1,-0.015892
79723,1998-10-30,-0.052632,,2477.0,2.25,654.0,3,-0.052632
81284,2009-11-30,0.116893,,551716.0,51.14,136595.0,1,0.1168929999999999
78872,1994-10-31,0.4875,,2784.0,3.71875,5972.0,3,0.4875
83204,1999-07-30,,,36435.0,,4050.0,1,0.0
85948,2004-05-28,0.000919,,16644.0,21.79,18275.0,3,0.0009189999999998
89659,1989-09-29,0.251852,,11600.0,-5.28125,9450.0,3,0.2518519999999999
23660,2003-08-29,-0.031303,,170731.0,39.92,215065.0,3,-0.0313029999999999
12966,2011-07-29,,,,,,3,0.0
36150,1964-10-30,0.1875,,290.0,19.0,412.0,1,0.1875
78298,1978-10-31,-0.119205,,2847.0,-16.625,,3,-0.119205
12118,1995-07-31,,,1534.0,,,2,0.0
64952,1982-01-29,0.021127,,3885.0,-36.25,,1,0.0211269999999998
61399,1999-05-28,-0.020142,,377863.0,51.6875,259978.0,1,-0.0201419999999999
32038,1980-05-30,0.006667,,796.0,-4.5,,3,0.0066669999999999
75641,2008-11-28,-0.119307,,30854.0,4.4,9580.0,1,-0.119307
55037,1982-06-30,-0.157303,,1991.0,-9.375,,3,-0.1573029999999999
54228,1993-08-31,-0.025773,,3304.0,23.625,458.0,1,-0.025773
82281,2010-09-30,0.299346,,34279.0,9.94,58114.0,3,0.2993459999999999
89866,2018-04-30,-0.182609,,309711.0,31.02,584168.0,3,-0.182609
34463,1979-09-28,-0.057971,,1160.0,-16.25,,3,-0.0579709999999999
12503,1984-09-28,-0.157143,,40584.0,7.375,33032.0,1,-0.157143
61496,1976-05-28,-0.142857,,901.0,-2.25,,3,-0.142857
62704,1985-02-28,0.15,,1080.0,-1.4375,353.0,3,0.1499999999999999
89455,2013-07-31,0.006869,,28767.0,24.92,38764.0,3,0.006869
83565,2010-10-29,0.030809,,17398.0,8.03,10248.0,3,0.030809
10276,1957-05-31,-0.049123,,364.0,-33.875,21.0,1,-0.049123
14890,2016-09-30,0.0044,,37131.0,18.26,16334.0,1,0.0043999999999999
89990,2017-03-31,0.038935,,13843.0,12.24,8140.0,1,0.0389349999999999
12369,2011-12-30,-0.04791,,1564562.0,20.27,2060941.0,1,-0.04791
21913,2021-09-30,,,110073.0,20.07,514796.0,3,0.0
44986,2001-04-30,-0.010867,,31932.0,45.51,28738.0,1,-0.0108669999999999
38324,1971-09-30,-0.015186,,11510.0,42.75,4830.0,1,-0.015186
15802,2021-04-30,-0.003625,,3300.0,35.73,3665.0,1,-0.0036249999999999
85811,1999-02-26,0.110169,,13782.0,8.1875,3038.0,3,0.1101689999999999
52628,1988-12-30,0.132075,,6117.0,22.5,1039.0,1,0.1320749999999999
90012,2020-06-30,-0.012742,,20166.0,35.64,144505.0,3,-0.012742
93132,2020-04-30,0.06494,,172515.0,107.74,428496.0,3,0.06494
40539,1976-07-30,0.016667,,4915.0,7.625,972.0,1,0.0166669999999999
89807,2018-12-31,-0.075525,,149938.0,29.08,291823.0,4,-0.0755249999999999
43334,2002-06-28,-0.339767,,5934.0,3.01,1656.0,3,-0.3397669999999999
49349,1978-11-30,0.012195,,1624.0,-5.1875,215.0,2,0.0121949999999999
11884,1991-01-31,0.222222,,3006.0,-4.46875,4361.0,3,0.2222219999999999
28118,2006-01-31,0.168075,,6614.0,136.84,10364.0,1,0.1680749999999999
10859,1978-02-28,0.0,,1067.0,-1.875,,3,0.0
86593,2001-01-31,0.072693,,5524.0,35.6,5488.0,1,0.0726929999999999
92949,2013-04-30,0.052482,,115167.0,22.26,32222.0,1,0.0524819999999999
76083,1991-03-28,-0.148148,,12506.0,11.5,10997.0,1,-0.1481479999999999
77174,1992-07-31,0.0,,3631.0,4.5,399.0,3,0.0
11119,1998-05-29,-0.2,,30203.0,1.0,52242.0,2,-0.1999999999999999
93174,2011-06-30,-0.095648,,136167.0,18.91,51873.0,1,-0.0956479999999999
16360,1982-10-29,0.18948,,21692.0,48.0,11871.0,1,0.1894800000000001
68823,1991-01-31,-0.051576,,53.0,-20.6875,15.0,3,-0.0515759999999999
81584,2006-03-31,0.101928,,76287.0,8.0,96785.0,1,0.101928
33849,1973-07-31,0.1875,,1288.0,2.375,46.0,2,0.1875
87789,2010-06-30,-0.053123,,41094.0,16.22,45054.0,3,-0.053123
20714,1974-12-31,-0.076923,,1720.0,3.0,362.0,3,-0.0769229999999999
42033,1975-06-30,-0.058824,,650.0,-4.0,,3,-0.0588239999999999
90102,2004-09-30,0.063728,,15670.0,22.2,8986.0,1,0.063728
89397,2019-09-30,-0.197223,,66771.0,42.78,179345.0,3,-0.197223
87557,2007-11-30,-0.050678,,20142.0,0.5601,10018.0,3,-0.050678
16887,2019-02-28,-0.106416,,8764.0,5.71,6154.0,3,-0.1064159999999999
10365,1984-10-31,-0.222222,,1120.0,-0.875,57.0,3,-0.222222
10790,1990-06-29,0.106383,,19742.0,26.0,23515.0,1,0.1063830000000001
19659,2021-02-26,-0.003539,,177158.0,13.98,97935.0,3,-0.0035389999999999
90505,2020-05-29,-0.001666,,763730.0,47.94,1262408.0,1,-0.0016659999999999
10225,2003-07-31,0.065326,,145319.0,55.61,142915.0,1,0.065326
80087,2009-04-30,0.153965,,2978.0,14.99,1899.0,1,0.1539649999999999
75796,1991-08-30,0.578947,,3446.0,3.75,11114.0,3,0.5789469999999999
18844,2021-01-29,0.027778,,124132.0,9.25,89741.0,3,0.027778
33583,1982-12-31,-0.214286,,2340.0,-1.375,796.0,3,-0.2142859999999999
14790,2017-01-31,0.0,,41805.0,2.9,35367.0,3,0.0
89013,2005-09-30,0.051455,,165360.0,12.19,155133.0,1,0.051455
11394,2011-09-30,-0.261905,,16371.0,1.24,12553.0,3,-0.261905
61532,1993-04-30,-0.063636,,5015.0,12.875,860.0,2,-0.063636
16571,1979-04-30,-0.009479,,29895.0,26.125,6044.0,1,-0.009479
76082,2011-08-31,0.024433,,104489.0,75.86,494672.0,1,0.0244329999999999
80331,1995-05-31,-0.011905,,13634.0,20.75,9011.0,3,-0.011905
77901,1994-04-29,-0.166667,,21650.0,3.75,10893.0,3,-0.166667
37217,1975-04-30,-0.2,,1344.0,4.0,107.0,1,-0.1999999999999999
86349,2011-09-30,-0.148417,,4062.0,38.73,9472.0,1,-0.148417
86868,2015-07-31,-0.017817,,432016.0,205.07001,519744.0,1,-0.0178169999999999
41080,1990-02-28,-0.01701,,10222.0,47.125,9503.0,1,-0.0170099999999999
16535,2018-09-28,0.275362,,31045.0,6.16,157058.0,3,0.2753619999999999
56865,1984-11-30,0.013699,,8164.0,-2.3125,2501.0,3,0.0136989999999999
75113,1999-10-29,-0.073529,,47235.0,7.875,12311.0,3,-0.0735289999999999
78915,2005-03-31,-0.008226,,13529.0,16.88,10599.0,3,-0.0082259999999999
13961,1976-10-29,-0.111111,,680.0,-1.0,,3,-0.1111109999999999
88821,2002-10-31,0.032881,,37989.0,14.45,43774.0,1,0.0328809999999999
32409,1974-10-31,0.066667,,1258.0,-4.0,,3,0.066667
89964,2018-11-30,-0.02949,,29258.0,54.45,14167.0,1,-0.02949
81085,2006-01-31,,,11870.0,,,2,0.0
18112,2012-02-29,0.096616,,107750.0,24.63,327697.0,3,0.096616
35756,1970-07-31,0.114286,,999.0,4.875,130.0,3,0.1142859999999998
18155,1959-07-31,0.02439,,198.0,42.0,37.0,1,0.0243899999999999
64565,2003-12-31,-0.042298,,184278.0,75.85,399473.0,1,-0.0422979999999999
64047,1976-06-30,0.078689,,1012.0,-8.125,,1,0.078689
17955,2020-05-29,0.12993,,33583.0,4.87,340057.0,3,0.1299299999999998
22453,1957-04-30,-0.004016,,530.0,15.5,52.0,1,-0.004016
90114,2005-05-31,0.003442,,9605.0,18.61,5239.0,1,0.0034419999999999
80190,1999-05-28,0.055014,,16968.0,22.5625,6187.0,1,0.0550139999999998
86830,2011-07-29,-0.124936,,106681.0,51.13,370925.0,3,-0.124936
20002,1979-05-31,0.0,,2275.0,-1.0625,,3,0.0
13679,2020-04-30,0.006256,,22915.0,10.76,31629.0,1,0.006256
63395,1982-02-26,0.013333,,1710.0,-19.0,,3,0.013333
85423,2005-11-30,0.004902,,3215.0,20.5,11807.0,1,0.0049019999999999
18719,2021-01-29,0.335465,,226705.0,22.97,798143.0,1,0.3354650000000001
58560,2006-07-31,-0.124482,,9142.0,50.71,43611.0,3,-0.1244819999999999
42498,1974-01-31,0.016949,,4346.0,-7.5,,3,0.0169490000000001
89250,2009-09-30,0.074839,,32944.0,9.93,27562.0,1,0.0748390000000001
92355,2016-02-29,-0.158752,,28200.0,6.2,272636.0,1,-0.158752
76627,1997-06-30,0.050848,,19245.0,3.875,35892.0,3,0.050848
17978,2019-07-31,0.002953,,26779.0,10.19,13555.0,3,0.0029529999999999
43334,2016-10-31,0.08307,,8658.0,10.3,4519.0,3,0.0830699999999999
92924,2009-10-30,-0.001788,,44896.0,22.33,69074.0,1,-0.001788
26067,1958-06-30,0.084906,,1168.0,14.375,1524.0,1,0.0849059999999999
41292,2007-02-28,-0.025588,,27621.0,28.04,32829.0,3,-0.0255879999999999
91809,2015-01-30,-0.030761,,7300.0,89.8,11794.0,4,-0.030761
24766,1988-11-30,-0.045818,,46982.0,32.5,23129.0,1,-0.045818
20547,1987-06-30,0.032787,,16966.0,-0.98438,7843.0,3,0.0327869999999999
87352,2000-01-31,-0.150442,,17152.0,36.0,46546.0,3,-0.1504419999999999
43377,1982-01-29,0.222222,,1528.0,6.875,263.0,2,0.2222219999999999
76282,2001-03-30,0.084337,,361142.0,9.0,261797.0,1,0.0843370000000001
12424,1993-11-30,0.392857,,25294.0,1.21875,117716.0,3,0.392857
87317,2002-08-30,-0.073786,,17744.0,9.54,8053.0,3,-0.073786
87321,2011-11-30,-0.033592,,17291.0,3.74,5681.0,3,-0.0335919999999999
49358,1978-08-31,0.271605,,4506.0,-6.4375,,3,0.2716050000000001
50112,1988-11-30,-0.007385,,4820.0,16.0,379.0,2,-0.0073849999999999
38763,1982-01-29,0.063492,,2764.0,-4.1875,,3,0.0634920000000001
91406,2006-07-31,,,4878.0,13.12,20973.0,3,0.0
45161,1985-02-28,0.018248,,1656.0,69.75,369.0,1,0.018248
85537,2000-08-31,-0.051136,,9508.0,10.4375,7472.0,3,-0.0511359999999999
91687,1997-09-30,-0.029412,,4499.0,2.0625,2117.0,3,-0.0294119999999999
45583,1978-02-28,0.044444,,6143.0,5.875,896.0,1,0.0444439999999999
75193,1989-09-29,0.015504,,83937.0,16.375,15309.0,1,0.0155039999999999
22681,1987-12-31,-0.5,,58203.0,0.15625,23307.0,3,-0.5
11870,1980-12-31,-0.030073,,11403.0,-33.0,,3,-0.030073
11041,1963-11-29,0.0,,14332.0,34.25,1306.0,1,0.0
27537,1964-05-28,-0.035897,,3436.0,23.5,359.0,1,-0.0358969999999999
33603,1976-04-30,-0.017699,,1766.0,13.875,328.0,1,-0.017699
59619,2009-06-30,-0.015271,,48713.0,22.57,64105.0,1,-0.015271
40134,1976-03-31,0.0,,485.0,-2.0,,3,0.0
76303,1993-08-31,0.298077,,2185.0,4.21875,23806.0,3,0.2980769999999999
22699,1962-07-31,0.082353,,1279.0,11.5,177.0,1,0.0823529999999999
25735,1975-02-28,,,2352.0,,,3,0.0
20765,2019-11-29,0.022438,,78692.0,44.2,89849.0,1,0.0224379999999999
76985,1990-04-30,-0.3,,10877.0,-0.10938,80.0,3,-0.3
89938,2013-05-31,0.035251,,9767.0,12.775,3103.0,3,0.0352509999999999
17698,1984-08-31,-0.166667,,8511.0,-0.23438,302.0,3,-0.166667
10449,1989-12-29,-0.011364,,1828.0,-10.875,136.0,3,-0.011364
76127,2020-09-30,-0.248824,,125838.0,0.5108,321675.0,1,-0.2488239999999999
